"TXNAME"	"GENEID"
"ENSRNOT00000118929"	"ENSRNOG00000004806"
"ENSRNOT00000118155"	"ENSRNOG00000004577"
"ENSRNOT00000042735"	"ENSRNOG00000004577"
"ENSRNOT00000101140"	"ENSRNOG00000004577"
"ENSRNOT00000082071"	"ENSRNOG00000004577"
"ENSRNOT00000111884"	"ENSRNOG00000062904"
"ENSRNOT00000088035"	"ENSRNOG00000056412"
"ENSRNOT00000088040"	"ENSRNOG00000058165"
"ENSRNOT00000052131"	"ENSRNOG00000030328"
"ENSRNOT00000103454"	"ENSRNOG00000030328"
"ENSRNOT00000007655"	"ENSRNOG00000005810"
"ENSRNOT00000106175"	"ENSRNOG00000066517"
"ENSRNOT00000087805"	"ENSRNOG00000027126"
"ENSRNOT00000110923"	"ENSRNOG00000006340"
"ENSRNOT00000008687"	"ENSRNOG00000006340"
"ENSRNOT00000106946"	"ENSRNOG00000006340"
"ENSRNOT00000114968"	"ENSRNOG00000006340"
"ENSRNOT00000107877"	"ENSRNOG00000006340"
"ENSRNOT00000008983"	"ENSRNOG00000027042"
"ENSRNOT00000101107"	"ENSRNOG00000007081"
"ENSRNOT00000009634"	"ENSRNOG00000007081"
"ENSRNOT00000110434"	"ENSRNOG00000007081"
"ENSRNOT00000103970"	"ENSRNOG00000007951"
"ENSRNOT00000010613"	"ENSRNOG00000007951"
"ENSRNOT00000098940"	"ENSRNOG00000007951"
"ENSRNOT00000111503"	"ENSRNOG00000032375"
"ENSRNOT00000047853"	"ENSRNOG00000032375"
"ENSRNOT00000074294"	"ENSRNOG00000051000"
"ENSRNOT00000108527"	"ENSRNOG00000070426"
"ENSRNOT00000011630"	"ENSRNOG00000008683"
"ENSRNOT00000094742"	"ENSRNOG00000069735"
"ENSRNOT00000103656"	"ENSRNOG00000069735"
"ENSRNOT00000110222"	"ENSRNOG00000069735"
"ENSRNOT00000114655"	"ENSRNOG00000069735"
"ENSRNOT00000011832"	"ENSRNOG00000008942"
"ENSRNOT00000006452"	"ENSRNOG00000004710"
"ENSRNOT00000098615"	"ENSRNOG00000004710"
"ENSRNOT00000113150"	"ENSRNOG00000069525"
"ENSRNOT00000006543"	"ENSRNOG00000004927"
"ENSRNOT00000105718"	"ENSRNOG00000051056"
"ENSRNOT00000076105"	"ENSRNOG00000051056"
"ENSRNOT00000085424"	"ENSRNOG00000057813"
"ENSRNOT00000090342"	"ENSRNOG00000057813"
"ENSRNOT00000091528"	"ENSRNOG00000057813"
"ENSRNOT00000119304"	"ENSRNOG00000067745"
"ENSRNOT00000031842"	"ENSRNOG00000026905"
"ENSRNOT00000050102"	"ENSRNOG00000005298"
"ENSRNOT00000114871"	"ENSRNOG00000005298"
"ENSRNOT00000007763"	"ENSRNOG00000005301"
"ENSRNOT00000110149"	"ENSRNOG00000005301"
"ENSRNOT00000077481"	"ENSRNOG00000056904"
"ENSRNOT00000116942"	"ENSRNOG00000056904"
"ENSRNOT00000079292"	"ENSRNOG00000056904"
"ENSRNOT00000034207"	"ENSRNOG00000049430"
"ENSRNOT00000095043"	"ENSRNOG00000049430"
"ENSRNOT00000099208"	"ENSRNOG00000049430"
"ENSRNOT00000102606"	"ENSRNOG00000049430"
"ENSRNOT00000008037"	"ENSRNOG00000006090"
"ENSRNOT00000102704"	"ENSRNOG00000006204"
"ENSRNOT00000008126"	"ENSRNOG00000006204"
"ENSRNOT00000082623"	"ENSRNOG00000057628"
"ENSRNOT00000081167"	"ENSRNOG00000057628"
"ENSRNOT00000009916"	"ENSRNOG00000025726"
"ENSRNOT00000114417"	"ENSRNOG00000007141"
"ENSRNOT00000009565"	"ENSRNOG00000007141"
"ENSRNOT00000095902"	"ENSRNOG00000007141"
"ENSRNOT00000120306"	"ENSRNOG00000064997"
"ENSRNOT00000010586"	"ENSRNOG00000007923"
"ENSRNOT00000104373"	"ENSRNOG00000007923"
"ENSRNOT00000102314"	"ENSRNOG00000064247"
"ENSRNOT00000095942"	"ENSRNOG00000009898"
"ENSRNOT00000013123"	"ENSRNOG00000009898"
"ENSRNOT00000113134"	"ENSRNOG00000009898"
"ENSRNOT00000044278"	"ENSRNOG00000009967"
"ENSRNOT00000091159"	"ENSRNOG00000009967"
"ENSRNOT00000105491"	"ENSRNOG00000009967"
"ENSRNOT00000117786"	"ENSRNOG00000066665"
"ENSRNOT00000076512"	"ENSRNOG00000024766"
"ENSRNOT00000032829"	"ENSRNOG00000024766"
"ENSRNOT00000038649"	"ENSRNOG00000024629"
"ENSRNOT00000102817"	"ENSRNOG00000024629"
"ENSRNOT00000075298"	"ENSRNOG00000046262"
"ENSRNOT00000094149"	"ENSRNOG00000011394"
"ENSRNOT00000015820"	"ENSRNOG00000011394"
"ENSRNOT00000105980"	"ENSRNOG00000011908"
"ENSRNOT00000118741"	"ENSRNOG00000066562"
"ENSRNOT00000015827"	"ENSRNOG00000011908"
"ENSRNOT00000060810"	"ENSRNOG00000011914"
"ENSRNOT00000077830"	"ENSRNOG00000011914"
"ENSRNOT00000094568"	"ENSRNOG00000011914"
"ENSRNOT00000101006"	"ENSRNOG00000011914"
"ENSRNOT00000114344"	"ENSRNOG00000011914"
"ENSRNOT00000117452"	"ENSRNOG00000011914"
"ENSRNOT00000047210"	"ENSRNOG00000026649"
"ENSRNOT00000113488"	"ENSRNOG00000065148"
"ENSRNOT00000016976"	"ENSRNOG00000012686"
"ENSRNOT00000081141"	"ENSRNOG00000003988"
"ENSRNOT00000005317"	"ENSRNOG00000003988"
"ENSRNOT00000087058"	"ENSRNOG00000052193"
"ENSRNOT00000005389"	"ENSRNOG00000003999"
"ENSRNOT00000005402"	"ENSRNOG00000004059"
"ENSRNOT00000099866"	"ENSRNOG00000046741"
"ENSRNOT00000100901"	"ENSRNOG00000046741"
"ENSRNOT00000119587"	"ENSRNOG00000046741"
"ENSRNOT00000074150"	"ENSRNOG00000046741"
"ENSRNOT00000074570"	"ENSRNOG00000050386"
"ENSRNOT00000110429"	"ENSRNOG00000046172"
"ENSRNOT00000075790"	"ENSRNOG00000046172"
"ENSRNOT00000110968"	"ENSRNOG00000049989"
"ENSRNOT00000084623"	"ENSRNOG00000058332"
"ENSRNOT00000075574"	"ENSRNOG00000049989"
"ENSRNOT00000085612"	"ENSRNOG00000058973"
"ENSRNOT00000084560"	"ENSRNOG00000058973"
"ENSRNOT00000079077"	"ENSRNOG00000058973"
"ENSRNOT00000105148"	"ENSRNOG00000005542"
"ENSRNOT00000007371"	"ENSRNOG00000005542"
"ENSRNOT00000046811"	"ENSRNOG00000005542"
"ENSRNOT00000030244"	"ENSRNOG00000021475"
"ENSRNOT00000096109"	"ENSRNOG00000021475"
"ENSRNOT00000115305"	"ENSRNOG00000021475"
"ENSRNOT00000007991"	"ENSRNOG00000006062"
"ENSRNOT00000109303"	"ENSRNOG00000006062"
"ENSRNOT00000008008"	"ENSRNOG00000021403"
"ENSRNOT00000100162"	"ENSRNOG00000069167"
"ENSRNOT00000082598"	"ENSRNOG00000006180"
"ENSRNOT00000008359"	"ENSRNOG00000006180"
"ENSRNOT00000108134"	"ENSRNOG00000006180"
"ENSRNOT00000095958"	"ENSRNOG00000006180"
"ENSRNOT00000086633"	"ENSRNOG00000059947"
"ENSRNOT00000085797"	"ENSRNOG00000006865"
"ENSRNOT00000091651"	"ENSRNOG00000006865"
"ENSRNOT00000009665"	"ENSRNOG00000006865"
"ENSRNOT00000084212"	"ENSRNOG00000056141"
"ENSRNOT00000051970"	"ENSRNOG00000028783"
"ENSRNOT00000094116"	"ENSRNOG00000028783"
"ENSRNOT00000095530"	"ENSRNOG00000028783"
"ENSRNOT00000119903"	"ENSRNOG00000049088"
"ENSRNOT00000073663"	"ENSRNOG00000049088"
"ENSRNOT00000119299"	"ENSRNOG00000049088"
"ENSRNOT00000005666"	"ENSRNOG00000004210"
"ENSRNOT00000104721"	"ENSRNOG00000004210"
"ENSRNOT00000005731"	"ENSRNOG00000004296"
"ENSRNOT00000090438"	"ENSRNOG00000004296"
"ENSRNOT00000093079"	"ENSRNOG00000004296"
"ENSRNOT00000006020"	"ENSRNOG00000039551"
"ENSRNOT00000007073"	"ENSRNOG00000004908"
"ENSRNOT00000083383"	"ENSRNOG00000004908"
"ENSRNOT00000110833"	"ENSRNOG00000004908"
"ENSRNOT00000075503"	"ENSRNOG00000049271"
"ENSRNOT00000106663"	"ENSRNOG00000062786"
"ENSRNOT00000080164"	"ENSRNOG00000052462"
"ENSRNOT00000082616"	"ENSRNOG00000052758"
"ENSRNOT00000105882"	"ENSRNOG00000065320"
"ENSRNOT00000009779"	"ENSRNOG00000024503"
"ENSRNOT00000109871"	"ENSRNOG00000024503"
"ENSRNOT00000106680"	"ENSRNOG00000049054"
"ENSRNOT00000071387"	"ENSRNOG00000049054"
"ENSRNOT00000096820"	"ENSRNOG00000004449"
"ENSRNOT00000060499"	"ENSRNOG00000004449"
"ENSRNOT00000109820"	"ENSRNOG00000004496"
"ENSRNOT00000006403"	"ENSRNOG00000004496"
"ENSRNOT00000119147"	"ENSRNOG00000004496"
"ENSRNOT00000090816"	"ENSRNOG00000004496"
"ENSRNOT00000099273"	"ENSRNOG00000050197"
"ENSRNOT00000074829"	"ENSRNOG00000050197"
"ENSRNOT00000114398"	"ENSRNOG00000050197"
"ENSRNOT00000119232"	"ENSRNOG00000050197"
"ENSRNOT00000115498"	"ENSRNOG00000050197"
"ENSRNOT00000118181"	"ENSRNOG00000005344"
"ENSRNOT00000007169"	"ENSRNOG00000005344"
"ENSRNOT00000075437"	"ENSRNOG00000046279"
"ENSRNOT00000007259"	"ENSRNOG00000005424"
"ENSRNOT00000087732"	"ENSRNOG00000055217"
"ENSRNOT00000041376"	"ENSRNOG00000032523"
"ENSRNOT00000007374"	"ENSRNOG00000005492"
"ENSRNOT00000101416"	"ENSRNOG00000061519"
"ENSRNOT00000109737"	"ENSRNOG00000061519"
"ENSRNOT00000110023"	"ENSRNOG00000061519"
"ENSRNOT00000119000"	"ENSRNOG00000061519"
"ENSRNOT00000113810"	"ENSRNOG00000063502"
"ENSRNOT00000086808"	"ENSRNOG00000061519"
"ENSRNOT00000106025"	"ENSRNOG00000052418"
"ENSRNOT00000091061"	"ENSRNOG00000052418"
"ENSRNOT00000082308"	"ENSRNOG00000061903"
"ENSRNOT00000094148"	"ENSRNOG00000052418"
"ENSRNOT00000120299"	"ENSRNOG00000060853"
"ENSRNOT00000087180"	"ENSRNOG00000060853"
"ENSRNOT00000089315"	"ENSRNOG00000058754"
"ENSRNOT00000111605"	"ENSRNOG00000061415"
"ENSRNOT00000086798"	"ENSRNOG00000061415"
"ENSRNOT00000113356"	"ENSRNOG00000061415"
"ENSRNOT00000082570"	"ENSRNOG00000054989"
"ENSRNOT00000086548"	"ENSRNOG00000054259"
"ENSRNOT00000091551"	"ENSRNOG00000054286"
"ENSRNOT00000082657"	"ENSRNOG00000061050"
"ENSRNOT00000113515"	"ENSRNOG00000061050"
"ENSRNOT00000093903"	"ENSRNOG00000061050"
"ENSRNOT00000005858"	"ENSRNOG00000023176"
"ENSRNOT00000066593"	"ENSRNOG00000023176"
"ENSRNOT00000098052"	"ENSRNOG00000023176"
"ENSRNOT00000099008"	"ENSRNOG00000023176"
"ENSRNOT00000099104"	"ENSRNOG00000023176"
"ENSRNOT00000106831"	"ENSRNOG00000023176"
"ENSRNOT00000119137"	"ENSRNOG00000023176"
"ENSRNOT00000102120"	"ENSRNOG00000067724"
"ENSRNOT00000110694"	"ENSRNOG00000062523"
"ENSRNOT00000052003"	"ENSRNOG00000007690"
"ENSRNOT00000080707"	"ENSRNOG00000068283"
"ENSRNOT00000084456"	"ENSRNOG00000056408"
"ENSRNOT00000088847"	"ENSRNOG00000055363"
"ENSRNOT00000119778"	"ENSRNOG00000069562"
"ENSRNOT00000058379"	"ENSRNOG00000042697"
"ENSRNOT00000085587"	"ENSRNOG00000068652"
"ENSRNOT00000011819"	"ENSRNOG00000008584"
"ENSRNOT00000011951"	"ENSRNOG00000008950"
"ENSRNOT00000060185"	"ENSRNOG00000009285"
"ENSRNOT00000107949"	"ENSRNOG00000009285"
"ENSRNOT00000117884"	"ENSRNOG00000068419"
"ENSRNOT00000113433"	"ENSRNOG00000068419"
"ENSRNOT00000005905"	"ENSRNOG00000004269"
"ENSRNOT00000044310"	"ENSRNOG00000004269"
"ENSRNOT00000095119"	"ENSRNOG00000004269"
"ENSRNOT00000103568"	"ENSRNOG00000004269"
"ENSRNOT00000104842"	"ENSRNOG00000060614"
"ENSRNOT00000077321"	"ENSRNOG00000060614"
"ENSRNOT00000079891"	"ENSRNOG00000060614"
"ENSRNOT00000006836"	"ENSRNOG00000005144"
"ENSRNOT00000079520"	"ENSRNOG00000005144"
"ENSRNOT00000108602"	"ENSRNOG00000005144"
"ENSRNOT00000095621"	"ENSRNOG00000005144"
"ENSRNOT00000006921"	"ENSRNOG00000005154"
"ENSRNOT00000104926"	"ENSRNOG00000005522"
"ENSRNOT00000068208"	"ENSRNOG00000005522"
"ENSRNOT00000109208"	"ENSRNOG00000005522"
"ENSRNOT00000114306"	"ENSRNOG00000005522"
"ENSRNOT00000081076"	"ENSRNOG00000054830"
"ENSRNOT00000007466"	"ENSRNOG00000005660"
"ENSRNOT00000094363"	"ENSRNOG00000066482"
"ENSRNOT00000099819"	"ENSRNOG00000005678"
"ENSRNOT00000008321"	"ENSRNOG00000005678"
"ENSRNOT00000095840"	"ENSRNOG00000005678"
"ENSRNOT00000114806"	"ENSRNOG00000005678"
"ENSRNOT00000109495"	"ENSRNOG00000065782"
"ENSRNOT00000009473"	"ENSRNOG00000006878"
"ENSRNOT00000078953"	"ENSRNOG00000056610"
"ENSRNOT00000108783"	"ENSRNOG00000056610"
"ENSRNOT00000116403"	"ENSRNOG00000056610"
"ENSRNOT00000060006"	"ENSRNOG00000039207"
"ENSRNOT00000112336"	"ENSRNOG00000065519"
"ENSRNOT00000095339"	"ENSRNOG00000009754"
"ENSRNOT00000013043"	"ENSRNOG00000009754"
"ENSRNOT00000086432"	"ENSRNOG00000009754"
"ENSRNOT00000110613"	"ENSRNOG00000009754"
"ENSRNOT00000067849"	"ENSRNOG00000009856"
"ENSRNOT00000108721"	"ENSRNOG00000009856"
"ENSRNOT00000097655"	"ENSRNOG00000009856"
"ENSRNOT00000087513"	"ENSRNOG00000009856"
"ENSRNOT00000108460"	"ENSRNOG00000069517"
"ENSRNOT00000095364"	"ENSRNOG00000069517"
"ENSRNOT00000119918"	"ENSRNOG00000069517"
"ENSRNOT00000013474"	"ENSRNOG00000010415"
"ENSRNOT00000013842"	"ENSRNOG00000010415"
"ENSRNOT00000094865"	"ENSRNOG00000010415"
"ENSRNOT00000097180"	"ENSRNOG00000010415"
"ENSRNOT00000076183"	"ENSRNOG00000010415"
"ENSRNOT00000014054"	"ENSRNOG00000010415"
"ENSRNOT00000014252"	"ENSRNOG00000010730"
"ENSRNOT00000014373"	"ENSRNOG00000010750"
"ENSRNOT00000090401"	"ENSRNOG00000057539"
"ENSRNOT00000014731"	"ENSRNOG00000011091"
"ENSRNOT00000014763"	"ENSRNOG00000011101"
"ENSRNOT00000117582"	"ENSRNOG00000062767"
"ENSRNOT00000052356"	"ENSRNOG00000032513"
"ENSRNOT00000095510"	"ENSRNOG00000004186"
"ENSRNOT00000005637"	"ENSRNOG00000004186"
"ENSRNOT00000084661"	"ENSRNOG00000004186"
"ENSRNOT00000006652"	"ENSRNOG00000004994"
"ENSRNOT00000006682"	"ENSRNOG00000005023"
"ENSRNOT00000064822"	"ENSRNOG00000005623"
"ENSRNOT00000091488"	"ENSRNOG00000005623"
"ENSRNOT00000008106"	"ENSRNOG00000005770"
"ENSRNOT00000078548"	"ENSRNOG00000006199"
"ENSRNOT00000101778"	"ENSRNOG00000006199"
"ENSRNOT00000008312"	"ENSRNOG00000006199"
"ENSRNOT00000104443"	"ENSRNOG00000006199"
"ENSRNOT00000109606"	"ENSRNOG00000006199"
"ENSRNOT00000100276"	"ENSRNOG00000070179"
"ENSRNOT00000008803"	"ENSRNOG00000006588"
"ENSRNOT00000107905"	"ENSRNOG00000023116"
"ENSRNOT00000108556"	"ENSRNOG00000023116"
"ENSRNOT00000032108"	"ENSRNOG00000023116"
"ENSRNOT00000101335"	"ENSRNOG00000066530"
"ENSRNOT00000063874"	"ENSRNOG00000030771"
"ENSRNOT00000111621"	"ENSRNOG00000030771"
"ENSRNOT00000120188"	"ENSRNOG00000066213"
"ENSRNOT00000065396"	"ENSRNOG00000006867"
"ENSRNOT00000111482"	"ENSRNOG00000065445"
"ENSRNOT00000116144"	"ENSRNOG00000065241"
"ENSRNOT00000086071"	"ENSRNOG00000061016"
"ENSRNOT00000118079"	"ENSRNOG00000066677"
"ENSRNOT00000047001"	"ENSRNOG00000029594"
"ENSRNOT00000099564"	"ENSRNOG00000069422"
"ENSRNOT00000099206"	"ENSRNOG00000069784"
"ENSRNOT00000075193"	"ENSRNOG00000004823"
"ENSRNOT00000110069"	"ENSRNOG00000004823"
"ENSRNOT00000112020"	"ENSRNOG00000004823"
"ENSRNOT00000006709"	"ENSRNOG00000004823"
"ENSRNOT00000098533"	"ENSRNOG00000067070"
"ENSRNOT00000099425"	"ENSRNOG00000064570"
"ENSRNOT00000116265"	"ENSRNOG00000068595"
"ENSRNOT00000117880"	"ENSRNOG00000068595"
"ENSRNOT00000104915"	"ENSRNOG00000068595"
"ENSRNOT00000118266"	"ENSRNOG00000064508"
"ENSRNOT00000082105"	"ENSRNOG00000039091"
"ENSRNOT00000047296"	"ENSRNOG00000039091"
"ENSRNOT00000093159"	"ENSRNOG00000039091"
"ENSRNOT00000085979"	"ENSRNOG00000004067"
"ENSRNOT00000093241"	"ENSRNOG00000004067"
"ENSRNOT00000078583"	"ENSRNOG00000004067"
"ENSRNOT00000091677"	"ENSRNOG00000004067"
"ENSRNOT00000050222"	"ENSRNOG00000004067"
"ENSRNOT00000059739"	"ENSRNOG00000004067"
"ENSRNOT00000083088"	"ENSRNOG00000004067"
"ENSRNOT00000093255"	"ENSRNOG00000004067"
"ENSRNOT00000082793"	"ENSRNOG00000004067"
"ENSRNOT00000051908"	"ENSRNOG00000004067"
"ENSRNOT00000091748"	"ENSRNOG00000053020"
"ENSRNOT00000091224"	"ENSRNOG00000060643"
"ENSRNOT00000105293"	"ENSRNOG00000071087"
"ENSRNOT00000091425"	"ENSRNOG00000059648"
"ENSRNOT00000086739"	"ENSRNOG00000057513"
"ENSRNOT00000080273"	"ENSRNOG00000051985"
"ENSRNOT00000110830"	"ENSRNOG00000063663"
"ENSRNOT00000094885"	"ENSRNOG00000063663"
"ENSRNOT00000119087"	"ENSRNOG00000063663"
"ENSRNOT00000117629"	"ENSRNOG00000063663"
"ENSRNOT00000110106"	"ENSRNOG00000063663"
"ENSRNOT00000080886"	"ENSRNOG00000054985"
"ENSRNOT00000119559"	"ENSRNOG00000068318"
"ENSRNOT00000049500"	"ENSRNOG00000031317"
"ENSRNOT00000116180"	"ENSRNOG00000047891"
"ENSRNOT00000107556"	"ENSRNOG00000047891"
"ENSRNOT00000075349"	"ENSRNOG00000047891"
"ENSRNOT00000086442"	"ENSRNOG00000058196"
"ENSRNOT00000087841"	"ENSRNOG00000052079"
"ENSRNOT00000005670"	"ENSRNOG00000004232"
"ENSRNOT00000094417"	"ENSRNOG00000004232"
"ENSRNOT00000120031"	"ENSRNOG00000031203"
"ENSRNOT00000040548"	"ENSRNOG00000031203"
"ENSRNOT00000108338"	"ENSRNOG00000031203"
"ENSRNOT00000107693"	"ENSRNOG00000031203"
"ENSRNOT00000110902"	"ENSRNOG00000031203"
"ENSRNOT00000007365"	"ENSRNOG00000005286"
"ENSRNOT00000107310"	"ENSRNOG00000005286"
"ENSRNOT00000090716"	"ENSRNOG00000005765"
"ENSRNOT00000107636"	"ENSRNOG00000027444"
"ENSRNOT00000038074"	"ENSRNOG00000027444"
"ENSRNOT00000097874"	"ENSRNOG00000027444"
"ENSRNOT00000118268"	"ENSRNOG00000070950"
"ENSRNOT00000088378"	"ENSRNOG00000004696"
"ENSRNOT00000098146"	"ENSRNOG00000066230"
"ENSRNOT00000111927"	"ENSRNOG00000004841"
"ENSRNOT00000006562"	"ENSRNOG00000004841"
"ENSRNOT00000115753"	"ENSRNOG00000068162"
"ENSRNOT00000097038"	"ENSRNOG00000068162"
"ENSRNOT00000109465"	"ENSRNOG00000068162"
"ENSRNOT00000103462"	"ENSRNOG00000065540"
"ENSRNOT00000085819"	"ENSRNOG00000056178"
"ENSRNOT00000102979"	"ENSRNOG00000066295"
"ENSRNOT00000088875"	"ENSRNOG00000057210"
"ENSRNOT00000090286"	"ENSRNOG00000058813"
"ENSRNOT00000043250"	"ENSRNOG00000066637"
"ENSRNOT00000104444"	"ENSRNOG00000069889"
"ENSRNOT00000084546"	"ENSRNOG00000061659"
"ENSRNOT00000102173"	"ENSRNOG00000069503"
"ENSRNOT00000112937"	"ENSRNOG00000062830"
"ENSRNOT00000097773"	"ENSRNOG00000070912"
"ENSRNOT00000098555"	"ENSRNOG00000067117"
"ENSRNOT00000077276"	"ENSRNOG00000059541"
"ENSRNOT00000052076"	"ENSRNOG00000032776"
"ENSRNOT00000098782"	"ENSRNOG00000032776"
"ENSRNOT00000102711"	"ENSRNOG00000064975"
"ENSRNOT00000115283"	"ENSRNOG00000007043"
"ENSRNOT00000009304"	"ENSRNOG00000007043"
"ENSRNOT00000100278"	"ENSRNOG00000007043"
"ENSRNOT00000084062"	"ENSRNOG00000007114"
"ENSRNOT00000009666"	"ENSRNOG00000007114"
"ENSRNOT00000096468"	"ENSRNOG00000007114"
"ENSRNOT00000043224"	"ENSRNOG00000030869"
"ENSRNOT00000076169"	"ENSRNOG00000008249"
"ENSRNOT00000010948"	"ENSRNOG00000008249"
"ENSRNOT00000106297"	"ENSRNOG00000064224"
"ENSRNOT00000082619"	"ENSRNOG00000057283"
"ENSRNOT00000115808"	"ENSRNOG00000065348"
"ENSRNOT00000095003"	"ENSRNOG00000065348"
"ENSRNOT00000117692"	"ENSRNOG00000065348"
"ENSRNOT00000094840"	"ENSRNOG00000068823"
"ENSRNOT00000109586"	"ENSRNOG00000056011"
"ENSRNOT00000083110"	"ENSRNOG00000056011"
"ENSRNOT00000095109"	"ENSRNOG00000009151"
"ENSRNOT00000012282"	"ENSRNOG00000009151"
"ENSRNOT00000104608"	"ENSRNOG00000009151"
"ENSRNOT00000096140"	"ENSRNOG00000056011"
"ENSRNOT00000032743"	"ENSRNOG00000022791"
"ENSRNOT00000098973"	"ENSRNOG00000022791"
"ENSRNOT00000107433"	"ENSRNOG00000067607"
"ENSRNOT00000073970"	"ENSRNOG00000048145"
"ENSRNOT00000101081"	"ENSRNOG00000070656"
"ENSRNOT00000071997"	"ENSRNOG00000046740"
"ENSRNOT00000006137"	"ENSRNOG00000004360"
"ENSRNOT00000082472"	"ENSRNOG00000055074"
"ENSRNOT00000005439"	"ENSRNOG00000004061"
"ENSRNOT00000096071"	"ENSRNOG00000004061"
"ENSRNOT00000059318"	"ENSRNOG00000005101"
"ENSRNOT00000059335"	"ENSRNOG00000005101"
"ENSRNOT00000089010"	"ENSRNOG00000005101"
"ENSRNOT00000103916"	"ENSRNOG00000005101"
"ENSRNOT00000006995"	"ENSRNOG00000005101"
"ENSRNOT00000077435"	"ENSRNOG00000005101"
"ENSRNOT00000086221"	"ENSRNOG00000005101"
"ENSRNOT00000084635"	"ENSRNOG00000061087"
"ENSRNOT00000077870"	"ENSRNOG00000056919"
"ENSRNOT00000072892"	"ENSRNOG00000051280"
"ENSRNOT00000101079"	"ENSRNOG00000067360"
"ENSRNOT00000007600"	"ENSRNOG00000005550"
"ENSRNOT00000077468"	"ENSRNOG00000058397"
"ENSRNOT00000072657"	"ENSRNOG00000049817"
"ENSRNOT00000089568"	"ENSRNOG00000065490"
"ENSRNOT00000079843"	"ENSRNOG00000054823"
"ENSRNOT00000101605"	"ENSRNOG00000023230"
"ENSRNOT00000034756"	"ENSRNOG00000023230"
"ENSRNOT00000107979"	"ENSRNOG00000023230"
"ENSRNOT00000005861"	"ENSRNOG00000004415"
"ENSRNOT00000059271"	"ENSRNOG00000004415"
"ENSRNOT00000106984"	"ENSRNOG00000004415"
"ENSRNOT00000066702"	"ENSRNOG00000004521"
"ENSRNOT00000110268"	"ENSRNOG00000004521"
"ENSRNOT00000080348"	"ENSRNOG00000055941"
"ENSRNOT00000086081"	"ENSRNOG00000056721"
"ENSRNOT00000093492"	"ENSRNOG00000056721"
"ENSRNOT00000048726"	"ENSRNOG00000062652"
"ENSRNOT00000108285"	"ENSRNOG00000069999"
"ENSRNOT00000091709"	"ENSRNOG00000052215"
"ENSRNOT00000111688"	"ENSRNOG00000063060"
"ENSRNOT00000109514"	"ENSRNOG00000063060"
"ENSRNOT00000040085"	"ENSRNOG00000038771"
"ENSRNOT00000108468"	"ENSRNOG00000071054"
"ENSRNOT00000116439"	"ENSRNOG00000071054"
"ENSRNOT00000091035"	"ENSRNOG00000053107"
"ENSRNOT00000083897"	"ENSRNOG00000058917"
"ENSRNOT00000113873"	"ENSRNOG00000065965"
"ENSRNOT00000071048"	"ENSRNOG00000046064"
"ENSRNOT00000094235"	"ENSRNOG00000067691"
"ENSRNOT00000082705"	"ENSRNOG00000065968"
"ENSRNOT00000111612"	"ENSRNOG00000004216"
"ENSRNOT00000005595"	"ENSRNOG00000004216"
"ENSRNOT00000005608"	"ENSRNOG00000004234"
"ENSRNOT00000082500"	"ENSRNOG00000004425"
"ENSRNOT00000115995"	"ENSRNOG00000004425"
"ENSRNOT00000064668"	"ENSRNOG00000004425"
"ENSRNOT00000101980"	"ENSRNOG00000066035"
"ENSRNOT00000006223"	"ENSRNOG00000004474"
"ENSRNOT00000104323"	"ENSRNOG00000004474"
"ENSRNOT00000113703"	"ENSRNOG00000004474"
"ENSRNOT00000006355"	"ENSRNOG00000070951"
"ENSRNOT00000101767"	"ENSRNOG00000070951"
"ENSRNOT00000115929"	"ENSRNOG00000070951"
"ENSRNOT00000097511"	"ENSRNOG00000070951"
"ENSRNOT00000006509"	"ENSRNOG00000004893"
"ENSRNOT00000046085"	"ENSRNOG00000005063"
"ENSRNOT00000116837"	"ENSRNOG00000005063"
"ENSRNOT00000111205"	"ENSRNOG00000026855"
"ENSRNOT00000120024"	"ENSRNOG00000026855"
"ENSRNOT00000036933"	"ENSRNOG00000026855"
"ENSRNOT00000094386"	"ENSRNOG00000070307"
"ENSRNOT00000087540"	"ENSRNOG00000057934"
"ENSRNOT00000100740"	"ENSRNOG00000057934"
"ENSRNOT00000098562"	"ENSRNOG00000057934"
"ENSRNOT00000009610"	"ENSRNOG00000007329"
"ENSRNOT00000100346"	"ENSRNOG00000007329"
"ENSRNOT00000105269"	"ENSRNOG00000007504"
"ENSRNOT00000103813"	"ENSRNOG00000007504"
"ENSRNOT00000102569"	"ENSRNOG00000007504"
"ENSRNOT00000010300"	"ENSRNOG00000007504"
"ENSRNOT00000095001"	"ENSRNOG00000007504"
"ENSRNOT00000118301"	"ENSRNOG00000063858"
"ENSRNOT00000114457"	"ENSRNOG00000007851"
"ENSRNOT00000105733"	"ENSRNOG00000007851"
"ENSRNOT00000010753"	"ENSRNOG00000007851"
"ENSRNOT00000119219"	"ENSRNOG00000007851"
"ENSRNOT00000108048"	"ENSRNOG00000026239"
"ENSRNOT00000031595"	"ENSRNOG00000026239"
"ENSRNOT00000089473"	"ENSRNOG00000026239"
"ENSRNOT00000115873"	"ENSRNOG00000026239"
"ENSRNOT00000078791"	"ENSRNOG00000054663"
"ENSRNOT00000011056"	"ENSRNOG00000008244"
"ENSRNOT00000050558"	"ENSRNOG00000008244"
"ENSRNOT00000011466"	"ENSRNOG00000008445"
"ENSRNOT00000046038"	"ENSRNOG00000032924"
