"TXNAME"	"GENEID"
"ENSRNOT00000055537"	"ENSRNOG00000023965"
"ENSRNOT00000046775"	"ENSRNOG00000023579"
"ENSRNOT00000098274"	"ENSRNOG00000067100"
"ENSRNOT00000080251"	"ENSRNOG00000055177"
"ENSRNOT00000063545"	"ENSRNOG00000041792"
"ENSRNOT00000104604"	"ENSRNOG00000063226"
"ENSRNOT00000110202"	"ENSRNOG00000063226"
"ENSRNOT00000085920"	"ENSRNOG00000055839"
"ENSRNOT00000074632"	"ENSRNOG00000048258"
"ENSRNOT00000094727"	"ENSRNOG00000069322"
"ENSRNOT00000036838"	"ENSRNOG00000023258"
"ENSRNOT00000109057"	"ENSRNOG00000023258"
"ENSRNOT00000078950"	"ENSRNOG00000059004"
"ENSRNOT00000073875"	"ENSRNOG00000032247"
"ENSRNOT00000106727"	"ENSRNOG00000032247"
"ENSRNOT00000100656"	"ENSRNOG00000032247"
"ENSRNOT00000105974"	"ENSRNOG00000032247"
"ENSRNOT00000051498"	"ENSRNOG00000032247"
"ENSRNOT00000107506"	"ENSRNOG00000033088"
"ENSRNOT00000043369"	"ENSRNOG00000033088"
"ENSRNOT00000115021"	"ENSRNOG00000010575"
"ENSRNOT00000014139"	"ENSRNOG00000010575"
"ENSRNOT00000116150"	"ENSRNOG00000010575"
"ENSRNOT00000099975"	"ENSRNOG00000062612"
"ENSRNOT00000014631"	"ENSRNOG00000010655"
"ENSRNOT00000045169"	"ENSRNOG00000024623"
"ENSRNOT00000089222"	"ENSRNOG00000024623"
"ENSRNOT00000115708"	"ENSRNOG00000068931"
"ENSRNOT00000116314"	"ENSRNOG00000071053"
"ENSRNOT00000105710"	"ENSRNOG00000063698"
"ENSRNOT00000017579"	"ENSRNOG00000012947"
"ENSRNOT00000106081"	"ENSRNOG00000012947"
"ENSRNOT00000021458"	"ENSRNOG00000015987"
"ENSRNOT00000084860"	"ENSRNOG00000015987"
"ENSRNOT00000083768"	"ENSRNOG00000060967"
"ENSRNOT00000107947"	"ENSRNOG00000071052"
"ENSRNOT00000111974"	"ENSRNOG00000071052"
"ENSRNOT00000119139"	"ENSRNOG00000071052"
"ENSRNOT00000111442"	"ENSRNOG00000071052"
"ENSRNOT00000111733"	"ENSRNOG00000071052"
"ENSRNOT00000110878"	"ENSRNOG00000016289"
"ENSRNOT00000114929"	"ENSRNOG00000016289"
"ENSRNOT00000021963"	"ENSRNOG00000016289"
"ENSRNOT00000109499"	"ENSRNOG00000016289"
"ENSRNOT00000022387"	"ENSRNOG00000016419"
"ENSRNOT00000095015"	"ENSRNOG00000016419"
"ENSRNOT00000097256"	"ENSRNOG00000016419"
"ENSRNOT00000114385"	"ENSRNOG00000016419"
"ENSRNOT00000115118"	"ENSRNOG00000016419"
"ENSRNOT00000109323"	"ENSRNOG00000016419"
"ENSRNOT00000106810"	"ENSRNOG00000016419"
"ENSRNOT00000115772"	"ENSRNOG00000016419"
"ENSRNOT00000115296"	"ENSRNOG00000065742"
"ENSRNOT00000040856"	"ENSRNOG00000036885"
"ENSRNOT00000104287"	"ENSRNOG00000070399"
"ENSRNOT00000080968"	"ENSRNOG00000054062"
"ENSRNOT00000090705"	"ENSRNOG00000011317"
"ENSRNOT00000031748"	"ENSRNOG00000011317"
"ENSRNOT00000094293"	"ENSRNOG00000011317"
"ENSRNOT00000107422"	"ENSRNOG00000011317"
"ENSRNOT00000114434"	"ENSRNOG00000011317"
"ENSRNOT00000067502"	"ENSRNOG00000009205"
"ENSRNOT00000016872"	"ENSRNOG00000012549"
"ENSRNOT00000109147"	"ENSRNOG00000012957"
"ENSRNOT00000084337"	"ENSRNOG00000012957"
"ENSRNOT00000017770"	"ENSRNOG00000012957"
"ENSRNOT00000098552"	"ENSRNOG00000012957"
"ENSRNOT00000104475"	"ENSRNOG00000012957"
"ENSRNOT00000085670"	"ENSRNOG00000013334"
"ENSRNOT00000017824"	"ENSRNOG00000013334"
"ENSRNOT00000083535"	"ENSRNOG00000013334"
"ENSRNOT00000055362"	"ENSRNOG00000036877"
"ENSRNOT00000102903"	"ENSRNOG00000036877"
"ENSRNOT00000103694"	"ENSRNOG00000029889"
"ENSRNOT00000017943"	"ENSRNOG00000029889"
"ENSRNOT00000084996"	"ENSRNOG00000060831"
"ENSRNOT00000018435"	"ENSRNOG00000013771"
"ENSRNOT00000107743"	"ENSRNOG00000064165"
"ENSRNOT00000019501"	"ENSRNOG00000014350"
"ENSRNOT00000090106"	"ENSRNOG00000052749"
"ENSRNOT00000109399"	"ENSRNOG00000014893"
"ENSRNOT00000100326"	"ENSRNOG00000014893"
"ENSRNOT00000020141"	"ENSRNOG00000014893"
"ENSRNOT00000090598"	"ENSRNOG00000059208"
"ENSRNOT00000102838"	"ENSRNOG00000064706"
"ENSRNOT00000021063"	"ENSRNOG00000015678"
"ENSRNOT00000095066"	"ENSRNOG00000015678"
"ENSRNOT00000021705"	"ENSRNOG00000015969"
"ENSRNOT00000100500"	"ENSRNOG00000015969"
"ENSRNOT00000099823"	"ENSRNOG00000016262"
"ENSRNOT00000021861"	"ENSRNOG00000016262"
"ENSRNOT00000021984"	"ENSRNOG00000016432"
"ENSRNOT00000102174"	"ENSRNOG00000016432"
"ENSRNOT00000119870"	"ENSRNOG00000004978"
"ENSRNOT00000109432"	"ENSRNOG00000004978"
"ENSRNOT00000117576"	"ENSRNOG00000004978"
"ENSRNOT00000119887"	"ENSRNOG00000004978"
"ENSRNOT00000068739"	"ENSRNOG00000004978"
"ENSRNOT00000108687"	"ENSRNOG00000065402"
"ENSRNOT00000078805"	"ENSRNOG00000070756"
"ENSRNOT00000045905"	"ENSRNOG00000065347"
"ENSRNOT00000095993"	"ENSRNOG00000065347"
"ENSRNOT00000096110"	"ENSRNOG00000063253"
"ENSRNOT00000105330"	"ENSRNOG00000063253"
"ENSRNOT00000107980"	"ENSRNOG00000065347"
"ENSRNOT00000109156"	"ENSRNOG00000065347"
"ENSRNOT00000110831"	"ENSRNOG00000063253"
"ENSRNOT00000111340"	"ENSRNOG00000063253"
"ENSRNOT00000112743"	"ENSRNOG00000065347"
"ENSRNOT00000115240"	"ENSRNOG00000065347"
"ENSRNOT00000117907"	"ENSRNOG00000065347"
"ENSRNOT00000119633"	"ENSRNOG00000063253"
"ENSRNOT00000120239"	"ENSRNOG00000063253"
"ENSRNOT00000099353"	"ENSRNOG00000065347"
"ENSRNOT00000115673"	"ENSRNOG00000063253"
"ENSRNOT00000095458"	"ENSRNOG00000063253"
"ENSRNOT00000116263"	"ENSRNOG00000065347"
"ENSRNOT00000082772"	"ENSRNOG00000053050"
"ENSRNOT00000087388"	"ENSRNOG00000055668"
"ENSRNOT00000072487"	"ENSRNOG00000048082"
"ENSRNOT00000084873"	"ENSRNOG00000022218"
"ENSRNOT00000029990"	"ENSRNOG00000022218"
"ENSRNOT00000071195"	"ENSRNOG00000046468"
"ENSRNOT00000081538"	"ENSRNOG00000069719"
"ENSRNOT00000095455"	"ENSRNOG00000065840"
"ENSRNOT00000065811"	"ENSRNOG00000042152"
"ENSRNOT00000117674"	"ENSRNOG00000062377"
"ENSRNOT00000017381"	"ENSRNOG00000013011"
"ENSRNOT00000100634"	"ENSRNOG00000012512"
"ENSRNOT00000110679"	"ENSRNOG00000012512"
"ENSRNOT00000111795"	"ENSRNOG00000012512"
"ENSRNOT00000016967"	"ENSRNOG00000012512"
"ENSRNOT00000083344"	"ENSRNOG00000012512"
"ENSRNOT00000066780"	"ENSRNOG00000012512"
"ENSRNOT00000099274"	"ENSRNOG00000012512"
"ENSRNOT00000090367"	"ENSRNOG00000056332"
"ENSRNOT00000095768"	"ENSRNOG00000056332"
"ENSRNOT00000089370"	"ENSRNOG00000056332"
"ENSRNOT00000072048"	"ENSRNOG00000046947"
"ENSRNOT00000103415"	"ENSRNOG00000046947"
"ENSRNOT00000114476"	"ENSRNOG00000046947"
"ENSRNOT00000072899"	"ENSRNOG00000049676"
"ENSRNOT00000091407"	"ENSRNOG00000056894"
"ENSRNOT00000082253"	"ENSRNOG00000056894"
"ENSRNOT00000014106"	"ENSRNOG00000010431"
"ENSRNOT00000065997"	"ENSRNOG00000009992"
"ENSRNOT00000099311"	"ENSRNOG00000009992"
"ENSRNOT00000109806"	"ENSRNOG00000009992"
"ENSRNOT00000080960"	"ENSRNOG00000060388"
"ENSRNOT00000083849"	"ENSRNOG00000053795"
"ENSRNOT00000084307"	"ENSRNOG00000056420"
"ENSRNOT00000114224"	"ENSRNOG00000009845"
"ENSRNOT00000116479"	"ENSRNOG00000009845"
"ENSRNOT00000013238"	"ENSRNOG00000009845"
"ENSRNOT00000009370"	"ENSRNOG00000028348"
"ENSRNOT00000032874"	"ENSRNOG00000028328"
"ENSRNOT00000096868"	"ENSRNOG00000028328"
"ENSRNOT00000105899"	"ENSRNOG00000028328"
"ENSRNOT00000120189"	"ENSRNOG00000028225"
"ENSRNOT00000030341"	"ENSRNOG00000028225"
"ENSRNOT00000102655"	"ENSRNOG00000028225"
"ENSRNOT00000103906"	"ENSRNOG00000028225"
"ENSRNOT00000077839"	"ENSRNOG00000009548"
"ENSRNOT00000101945"	"ENSRNOG00000009548"
"ENSRNOT00000052396"	"ENSRNOG00000009548"
"ENSRNOT00000097419"	"ENSRNOG00000009548"
"ENSRNOT00000088561"	"ENSRNOG00000009548"
"ENSRNOT00000120135"	"ENSRNOG00000063023"
"ENSRNOT00000022054"	"ENSRNOG00000038905"
"ENSRNOT00000073137"	"ENSRNOG00000064834"
"ENSRNOT00000079568"	"ENSRNOG00000051869"
"ENSRNOT00000067843"	"ENSRNOG00000010658"
"ENSRNOT00000082532"	"ENSRNOG00000010658"
"ENSRNOT00000089714"	"ENSRNOG00000010658"
"ENSRNOT00000044236"	"ENSRNOG00000029592"
"ENSRNOT00000066024"	"ENSRNOG00000011980"
"ENSRNOT00000116114"	"ENSRNOG00000011980"
"ENSRNOT00000099468"	"ENSRNOG00000011980"
"ENSRNOT00000115389"	"ENSRNOG00000011980"
"ENSRNOT00000033502"	"ENSRNOG00000011980"
"ENSRNOT00000016073"	"ENSRNOG00000011980"
"ENSRNOT00000102780"	"ENSRNOG00000064924"
"ENSRNOT00000111619"	"ENSRNOG00000067396"
"ENSRNOT00000103244"	"ENSRNOG00000067396"
"ENSRNOT00000112904"	"ENSRNOG00000067396"
"ENSRNOT00000106876"	"ENSRNOG00000067522"
"ENSRNOT00000108551"	"ENSRNOG00000067882"
"ENSRNOT00000114349"	"ENSRNOG00000066142"
"ENSRNOT00000095569"	"ENSRNOG00000065744"
"ENSRNOT00000094422"	"ENSRNOG00000063318"
"ENSRNOT00000118012"	"ENSRNOG00000062337"
"ENSRNOT00000115737"	"ENSRNOG00000069960"
"ENSRNOT00000108683"	"ENSRNOG00000064743"
"ENSRNOT00000108800"	"ENSRNOG00000062930"
"ENSRNOT00000112407"	"ENSRNOG00000062930"
"ENSRNOT00000107372"	"ENSRNOG00000064311"
"ENSRNOT00000079837"	"ENSRNOG00000052005"
"ENSRNOT00000047859"	"ENSRNOG00000068640"
"ENSRNOT00000103997"	"ENSRNOG00000064527"
"ENSRNOT00000119662"	"ENSRNOG00000066218"
"ENSRNOT00000093858"	"ENSRNOG00000064969"
"ENSRNOT00000107510"	"ENSRNOG00000065360"
"ENSRNOT00000099227"	"ENSRNOG00000062547"
"ENSRNOT00000062080"	"ENSRNOG00000040333"
"ENSRNOT00000007512"	"ENSRNOG00000005701"
"ENSRNOT00000007540"	"ENSRNOG00000005722"
"ENSRNOT00000118418"	"ENSRNOG00000005751"
"ENSRNOT00000007593"	"ENSRNOG00000005751"
"ENSRNOT00000007675"	"ENSRNOG00000005800"
"ENSRNOT00000119822"	"ENSRNOG00000005871"
"ENSRNOT00000007949"	"ENSRNOG00000005871"
"ENSRNOT00000115476"	"ENSRNOG00000005871"
"ENSRNOT00000115274"	"ENSRNOG00000005871"
"ENSRNOT00000008161"	"ENSRNOG00000006079"
"ENSRNOT00000099515"	"ENSRNOG00000006079"
"ENSRNOT00000010270"	"ENSRNOG00000007752"
"ENSRNOT00000110464"	"ENSRNOG00000007752"
"ENSRNOT00000046898"	"ENSRNOG00000008102"
"ENSRNOT00000011633"	"ENSRNOG00000008190"
"ENSRNOT00000083718"	"ENSRNOG00000008190"
"ENSRNOT00000079208"	"ENSRNOG00000008190"
"ENSRNOT00000109243"	"ENSRNOG00000008810"
"ENSRNOT00000012129"	"ENSRNOG00000008810"
"ENSRNOT00000042100"	"ENSRNOG00000008810"
"ENSRNOT00000048137"	"ENSRNOG00000008810"
"ENSRNOT00000048353"	"ENSRNOG00000008810"
"ENSRNOT00000061303"	"ENSRNOG00000008810"
"ENSRNOT00000102542"	"ENSRNOG00000008810"
"ENSRNOT00000099855"	"ENSRNOG00000068169"
"ENSRNOT00000012289"	"ENSRNOG00000009239"
"ENSRNOT00000109534"	"ENSRNOG00000009239"
"ENSRNOT00000012388"	"ENSRNOG00000009354"
"ENSRNOT00000032589"	"ENSRNOG00000024412"
"ENSRNOT00000083940"	"ENSRNOG00000058281"
"ENSRNOT00000013335"	"ENSRNOG00000010019"
"ENSRNOT00000111128"	"ENSRNOG00000010607"
"ENSRNOT00000117799"	"ENSRNOG00000010607"
"ENSRNOT00000106003"	"ENSRNOG00000010607"
"ENSRNOT00000116000"	"ENSRNOG00000010607"
"ENSRNOT00000108034"	"ENSRNOG00000010607"
"ENSRNOT00000014087"	"ENSRNOG00000010607"
"ENSRNOT00000014454"	"ENSRNOG00000010894"
"ENSRNOT00000014489"	"ENSRNOG00000010896"
"ENSRNOT00000015099"	"ENSRNOG00000011295"
"ENSRNOT00000061987"	"ENSRNOG00000040275"
"ENSRNOT00000015242"	"ENSRNOG00000011457"
"ENSRNOT00000119867"	"ENSRNOG00000012559"
"ENSRNOT00000016846"	"ENSRNOG00000012559"
"ENSRNOT00000102607"	"ENSRNOG00000012559"
"ENSRNOT00000017466"	"ENSRNOG00000013069"
"ENSRNOT00000097743"	"ENSRNOG00000013069"
"ENSRNOT00000017829"	"ENSRNOG00000013102"
"ENSRNOT00000094013"	"ENSRNOG00000013102"
"ENSRNOT00000102806"	"ENSRNOG00000013102"
"ENSRNOT00000018927"	"ENSRNOG00000013102"
"ENSRNOT00000112091"	"ENSRNOG00000013102"
"ENSRNOT00000037169"	"ENSRNOG00000014156"
"ENSRNOT00000020339"	"ENSRNOG00000014268"
"ENSRNOT00000109279"	"ENSRNOG00000014268"
"ENSRNOT00000095258"	"ENSRNOG00000015184"
"ENSRNOT00000020497"	"ENSRNOG00000015184"
"ENSRNOT00000101234"	"ENSRNOG00000066419"
"ENSRNOT00000113742"	"ENSRNOG00000028674"
"ENSRNOT00000034089"	"ENSRNOG00000028674"
"ENSRNOT00000022196"	"ENSRNOG00000016272"
"ENSRNOT00000104551"	"ENSRNOG00000016272"
"ENSRNOT00000023062"	"ENSRNOG00000017161"
"ENSRNOT00000109451"	"ENSRNOG00000058597"
"ENSRNOT00000061855"	"ENSRNOG00000058597"
"ENSRNOT00000104006"	"ENSRNOG00000058597"
"ENSRNOT00000100844"	"ENSRNOG00000058597"
"ENSRNOT00000029655"	"ENSRNOG00000028095"
"ENSRNOT00000028997"	"ENSRNOG00000028074"
"ENSRNOT00000064745"	"ENSRNOG00000042407"
"ENSRNOT00000064358"	"ENSRNOG00000042556"
"ENSRNOT00000074437"	"ENSRNOG00000047422"
"ENSRNOT00000080402"	"ENSRNOG00000067005"
"ENSRNOT00000071907"	"ENSRNOG00000048417"
"ENSRNOT00000097227"	"ENSRNOG00000064907"
"ENSRNOT00000096561"	"ENSRNOG00000062998"
"ENSRNOT00000109099"	"ENSRNOG00000027821"
"ENSRNOT00000107186"	"ENSRNOG00000027821"
"ENSRNOT00000044284"	"ENSRNOG00000027821"
"ENSRNOT00000061773"	"ENSRNOG00000017283"
"ENSRNOT00000110074"	"ENSRNOG00000017283"
"ENSRNOT00000023542"	"ENSRNOG00000017283"
"ENSRNOT00000104747"	"ENSRNOG00000017283"
"ENSRNOT00000041984"	"ENSRNOG00000032635"
"ENSRNOT00000118478"	"ENSRNOG00000018666"
"ENSRNOT00000097564"	"ENSRNOG00000018666"
"ENSRNOT00000067840"	"ENSRNOG00000018666"
"ENSRNOT00000111577"	"ENSRNOG00000018666"
"ENSRNOT00000102548"	"ENSRNOG00000018666"
"ENSRNOT00000084567"	"ENSRNOG00000018666"
"ENSRNOT00000031607"	"ENSRNOG00000026775"
"ENSRNOT00000031622"	"ENSRNOG00000026775"
"ENSRNOT00000105584"	"ENSRNOG00000026775"
"ENSRNOT00000108671"	"ENSRNOG00000026775"
"ENSRNOT00000026318"	"ENSRNOG00000019388"
"ENSRNOT00000115008"	"ENSRNOG00000019388"
"ENSRNOT00000111558"	"ENSRNOG00000019388"
"ENSRNOT00000107620"	"ENSRNOG00000019388"
"ENSRNOT00000006186"	"ENSRNOG00000004532"
"ENSRNOT00000104117"	"ENSRNOG00000004532"
"ENSRNOT00000115147"	"ENSRNOG00000067089"
"ENSRNOT00000101040"	"ENSRNOG00000069282"
"ENSRNOT00000078985"	"ENSRNOG00000056471"
"ENSRNOT00000099574"	"ENSRNOG00000068352"
"ENSRNOT00000041399"	"ENSRNOG00000033020"
"ENSRNOT00000042201"	"ENSRNOG00000030476"
"ENSRNOT00000110656"	"ENSRNOG00000067433"
"ENSRNOT00000116703"	"ENSRNOG00000039906"
"ENSRNOT00000074271"	"ENSRNOG00000039906"
"ENSRNOT00000006553"	"ENSRNOG00000039906"
"ENSRNOT00000113251"	"ENSRNOG00000039906"
"ENSRNOT00000108913"	"ENSRNOG00000039906"
"ENSRNOT00000046109"	"ENSRNOG00000030708"
"ENSRNOT00000067576"	"ENSRNOG00000030708"
"ENSRNOT00000099183"	"ENSRNOG00000045801"
"ENSRNOT00000061276"	"ENSRNOG00000045801"
"ENSRNOT00000106649"	"ENSRNOG00000045801"
"ENSRNOT00000112133"	"ENSRNOG00000070414"
"ENSRNOT00000106075"	"ENSRNOG00000059455"
"ENSRNOT00000081193"	"ENSRNOG00000059455"
"ENSRNOT00000118457"	"ENSRNOG00000070193"
"ENSRNOT00000044551"	"ENSRNOG00000070974"
"ENSRNOT00000006754"	"ENSRNOG00000070974"
"ENSRNOT00000098518"	"ENSRNOG00000070841"
"ENSRNOT00000112691"	"ENSRNOG00000063782"
"ENSRNOT00000097958"	"ENSRNOG00000067405"
"ENSRNOT00000104943"	"ENSRNOG00000069917"
"ENSRNOT00000105139"	"ENSRNOG00000066832"
"ENSRNOT00000099497"	"ENSRNOG00000027911"
"ENSRNOT00000031316"	"ENSRNOG00000027911"
"ENSRNOT00000070873"	"ENSRNOG00000005780"
"ENSRNOT00000007640"	"ENSRNOG00000005780"
"ENSRNOT00000007677"	"ENSRNOG00000005840"
"ENSRNOT00000093763"	"ENSRNOG00000070103"
"ENSRNOT00000036995"	"ENSRNOG00000027742"
"ENSRNOT00000061201"	"ENSRNOG00000006641"
"ENSRNOT00000113089"	"ENSRNOG00000067981"
"ENSRNOT00000011556"	"ENSRNOG00000008212"
"ENSRNOT00000012892"	"ENSRNOG00000009446"
"ENSRNOT00000100573"	"ENSRNOG00000009446"
"ENSRNOT00000099288"	"ENSRNOG00000009446"
"ENSRNOT00000107435"	"ENSRNOG00000009446"
"ENSRNOT00000086352"	"ENSRNOG00000008749"
"ENSRNOT00000012334"	"ENSRNOG00000008749"
"ENSRNOT00000110258"	"ENSRNOG00000008749"
"ENSRNOT00000119623"	"ENSRNOG00000064136"
"ENSRNOT00000104931"	"ENSRNOG00000009862"
"ENSRNOT00000065953"	"ENSRNOG00000009862"
"ENSRNOT00000013443"	"ENSRNOG00000009862"
"ENSRNOT00000116981"	"ENSRNOG00000069269"
"ENSRNOT00000036601"	"ENSRNOG00000027193"
"ENSRNOT00000102380"	"ENSRNOG00000027193"
"ENSRNOT00000013548"	"ENSRNOG00000010164"
"ENSRNOT00000096803"	"ENSRNOG00000010219"
"ENSRNOT00000103319"	"ENSRNOG00000010219"
"ENSRNOT00000013809"	"ENSRNOG00000010219"
"ENSRNOT00000084092"	"ENSRNOG00000010219"
"ENSRNOT00000082526"	"ENSRNOG00000058297"
"ENSRNOT00000016904"	"ENSRNOG00000011470"
"ENSRNOT00000017029"	"ENSRNOG00000012761"
"ENSRNOT00000096302"	"ENSRNOG00000013040"
"ENSRNOT00000064323"	"ENSRNOG00000013040"
"ENSRNOT00000113662"	"ENSRNOG00000039777"
"ENSRNOT00000099128"	"ENSRNOG00000039777"
"ENSRNOT00000061029"	"ENSRNOG00000039777"
"ENSRNOT00000101235"	"ENSRNOG00000013491"
"ENSRNOT00000017984"	"ENSRNOG00000013491"
"ENSRNOT00000110450"	"ENSRNOG00000013491"
"ENSRNOT00000099482"	"ENSRNOG00000013933"
"ENSRNOT00000104076"	"ENSRNOG00000013933"
"ENSRNOT00000097095"	"ENSRNOG00000013933"
"ENSRNOT00000109447"	"ENSRNOG00000013933"
"ENSRNOT00000019157"	"ENSRNOG00000013933"
"ENSRNOT00000101360"	"ENSRNOG00000013933"
"ENSRNOT00000093970"	"ENSRNOG00000014316"
"ENSRNOT00000108449"	"ENSRNOG00000014316"
"ENSRNOT00000060977"	"ENSRNOG00000014316"
"ENSRNOT00000095571"	"ENSRNOG00000014316"
"ENSRNOT00000099738"	"ENSRNOG00000014316"
"ENSRNOT00000070863"	"ENSRNOG00000050262"
"ENSRNOT00000038602"	"ENSRNOG00000026691"
"ENSRNOT00000019500"	"ENSRNOG00000014369"
"ENSRNOT00000106388"	"ENSRNOG00000064341"
"ENSRNOT00000107675"	"ENSRNOG00000064341"
"ENSRNOT00000037494"	"ENSRNOG00000064341"
"ENSRNOT00000114356"	"ENSRNOG00000064341"
"ENSRNOT00000095401"	"ENSRNOG00000064341"
"ENSRNOT00000053575"	"ENSRNOG00000035452"
"ENSRNOT00000060969"	"ENSRNOG00000026604"
"ENSRNOT00000090440"	"ENSRNOG00000026604"
"ENSRNOT00000020073"	"ENSRNOG00000014584"
"ENSRNOT00000040457"	"ENSRNOG00000014584"
"ENSRNOT00000106575"	"ENSRNOG00000014584"
"ENSRNOT00000041921"	"ENSRNOG00000014584"
"ENSRNOT00000020407"	"ENSRNOG00000014584"
"ENSRNOT00000020630"	"ENSRNOG00000015237"
"ENSRNOT00000094558"	"ENSRNOG00000015237"
"ENSRNOT00000099233"	"ENSRNOG00000015237"
"ENSRNOT00000110881"	"ENSRNOG00000015237"
"ENSRNOT00000119521"	"ENSRNOG00000015237"
"ENSRNOT00000045827"	"ENSRNOG00000015396"
"ENSRNOT00000079108"	"ENSRNOG00000015396"
"ENSRNOT00000079640"	"ENSRNOG00000015396"
"ENSRNOT00000091697"	"ENSRNOG00000015396"
"ENSRNOT00000095331"	"ENSRNOG00000015396"
"ENSRNOT00000082672"	"ENSRNOG00000015396"
"ENSRNOT00000099115"	"ENSRNOG00000015396"
"ENSRNOT00000081787"	"ENSRNOG00000025892"
"ENSRNOT00000050528"	"ENSRNOG00000025892"
"ENSRNOT00000102290"	"ENSRNOG00000025892"
"ENSRNOT00000112798"	"ENSRNOG00000025892"
"ENSRNOT00000120197"	"ENSRNOG00000025892"
"ENSRNOT00000098135"	"ENSRNOG00000025892"
"ENSRNOT00000077797"	"ENSRNOG00000025892"
"ENSRNOT00000021431"	"ENSRNOG00000015970"
"ENSRNOT00000021531"	"ENSRNOG00000016033"
"ENSRNOT00000078932"	"ENSRNOG00000025296"
"ENSRNOT00000033934"	"ENSRNOG00000025296"
"ENSRNOT00000112840"	"ENSRNOG00000016794"
"ENSRNOT00000022552"	"ENSRNOG00000016794"
"ENSRNOT00000095142"	"ENSRNOG00000016794"
"ENSRNOT00000102741"	"ENSRNOG00000025185"
"ENSRNOT00000099170"	"ENSRNOG00000025185"
"ENSRNOT00000030996"	"ENSRNOG00000025185"
"ENSRNOT00000088509"	"ENSRNOG00000017513"
"ENSRNOT00000065300"	"ENSRNOG00000017513"
"ENSRNOT00000064557"	"ENSRNOG00000017663"
"ENSRNOT00000086789"	"ENSRNOG00000017663"
"ENSRNOT00000108066"	"ENSRNOG00000018457"
"ENSRNOT00000107089"	"ENSRNOG00000018457"
"ENSRNOT00000024914"	"ENSRNOG00000018457"
"ENSRNOT00000108795"	"ENSRNOG00000018457"
"ENSRNOT00000118909"	"ENSRNOG00000018457"
"ENSRNOT00000082845"	"ENSRNOG00000055886"
"ENSRNOT00000035805"	"ENSRNOG00000024809"
"ENSRNOT00000111041"	"ENSRNOG00000024809"
"ENSRNOT00000114142"	"ENSRNOG00000058329"
"ENSRNOT00000098429"	"ENSRNOG00000058329"
"ENSRNOT00000083251"	"ENSRNOG00000058329"
"ENSRNOT00000105946"	"ENSRNOG00000058329"
"ENSRNOT00000066618"	"ENSRNOG00000006435"
"ENSRNOT00000093718"	"ENSRNOG00000007710"
"ENSRNOT00000010786"	"ENSRNOG00000007710"
"ENSRNOT00000114728"	"ENSRNOG00000007710"
"ENSRNOT00000116274"	"ENSRNOG00000007710"
"ENSRNOT00000114450"	"ENSRNOG00000007710"
"ENSRNOT00000101811"	"ENSRNOG00000066737"
"ENSRNOT00000037742"	"ENSRNOG00000023589"
"ENSRNOT00000107818"	"ENSRNOG00000023589"
"ENSRNOT00000108988"	"ENSRNOG00000023589"
"ENSRNOT00000111270"	"ENSRNOG00000064701"
"ENSRNOT00000116110"	"ENSRNOG00000064701"
"ENSRNOT00000115862"	"ENSRNOG00000064701"
"ENSRNOT00000111278"	"ENSRNOG00000064166"
"ENSRNOT00000012075"	"ENSRNOG00000008837"
"ENSRNOT00000093365"	"ENSRNOG00000008837"
"ENSRNOT00000102580"	"ENSRNOG00000009139"
"ENSRNOT00000104503"	"ENSRNOG00000009139"
"ENSRNOT00000021871"	"ENSRNOG00000009139"
"ENSRNOT00000118843"	"ENSRNOG00000009139"
"ENSRNOT00000093627"	"ENSRNOG00000009139"
"ENSRNOT00000012234"	"ENSRNOG00000009218"
"ENSRNOT00000093692"	"ENSRNOG00000009245"
"ENSRNOT00000012312"	"ENSRNOG00000009245"
"ENSRNOT00000042495"	"ENSRNOG00000047356"
"ENSRNOT00000090137"	"ENSRNOG00000059507"
"ENSRNOT00000013286"	"ENSRNOG00000009951"
"ENSRNOT00000037164"	"ENSRNOG00000023393"
"ENSRNOT00000072628"	"ENSRNOG00000023393"
"ENSRNOT00000106918"	"ENSRNOG00000068911"
"ENSRNOT00000013507"	"ENSRNOG00000010068"
"ENSRNOT00000114409"	"ENSRNOG00000010068"
"ENSRNOT00000099438"	"ENSRNOG00000010068"
"ENSRNOT00000088576"	"ENSRNOG00000010217"
"ENSRNOT00000013546"	"ENSRNOG00000010217"
"ENSRNOT00000066368"	"ENSRNOG00000010217"
"ENSRNOT00000115910"	"ENSRNOG00000010217"
"ENSRNOT00000078591"	"ENSRNOG00000062330"
"ENSRNOT00000086225"	"ENSRNOG00000067376"
"ENSRNOT00000015214"	"ENSRNOG00000010477"
"ENSRNOT00000082794"	"ENSRNOG00000010477"
"ENSRNOT00000119777"	"ENSRNOG00000010477"
"ENSRNOT00000016341"	"ENSRNOG00000011884"
"ENSRNOT00000091171"	"ENSRNOG00000011884"
"ENSRNOT00000095262"	"ENSRNOG00000011884"
"ENSRNOT00000100279"	"ENSRNOG00000011884"
"ENSRNOT00000106907"	"ENSRNOG00000011884"
"ENSRNOT00000112704"	"ENSRNOG00000011884"
"ENSRNOT00000064792"	"ENSRNOG00000013442"
"ENSRNOT00000107806"	"ENSRNOG00000013442"
"ENSRNOT00000109071"	"ENSRNOG00000013442"
"ENSRNOT00000118068"	"ENSRNOG00000013442"
"ENSRNOT00000037399"	"ENSRNOG00000013442"
"ENSRNOT00000019184"	"ENSRNOG00000014050"
"ENSRNOT00000072241"	"ENSRNOG00000050204"
